nome_clietne;Via;Città;Cap;Provincia;titolare_azienda;recapiti_mail;ANNO;IMPONIBILE
CALZIFICIO PRISCO SRL;VIA INDUSTRIALE 15/17;LOGRATO ;25030;BS;ENRICA MORANDI 392/4900391 BagnoloM;"giovannamiglio@calzificioprisco.it;enricamorandi@calzificioprisco.it;";2024;30926,08
CALZIFICIO PRISCO SRL;VIA INDUSTRIALE 15/17;LOGRATO ;25030;BS;ENRICA MORANDI 392/4900391 BagnoloM;"giovannamiglio@calzificioprisco.it;enricamorandi@calzificioprisco.it;";2025;20474,76
CALZIFICIO PUNTO SRL;VIA DEGLI ARTIGIANI 16;BAGNOLO MELLA;25021;BS;ENRICA MORANDI - RINALDO;claudiasottini@calzificiopunto.it;2010;140685,32
CALZIFICIO PUNTO SRL;VIA DEGLI ARTIGIANI 16;BAGNOLO MELLA;25021;BS;ENRICA MORANDI - RINALDO;claudiasottini@calzificiopunto.it;2011;162802,73
CALZIFICIO PUNTO SRL;VIA DEGLI ARTIGIANI 16;BAGNOLO MELLA;25021;BS;ENRICA MORANDI - RINALDO;claudiasottini@calzificiopunto.it;2012;80368,35
CALZIFICIO PUNTO SRL;VIA DEGLI ARTIGIANI 16;BAGNOLO MELLA;25021;BS;ENRICA MORANDI - RINALDO;claudiasottini@calzificiopunto.it;2013;69573,37
CALZIFICIO PUNTO SRL;VIA DEGLI ARTIGIANI 16;BAGNOLO MELLA;25021;BS;ENRICA MORANDI - RINALDO;claudiasottini@calzificiopunto.it;2014;90598,95
CALZIFICIO REBORN;PROV. ALLISTE - FELINE Z.I. ;ALLISTE ;73040;LE;RENATO;angelospiri@gmail.com;2013;178,53
CALZIFICIO REBORN;PROV. ALLISTE - FELINE Z.I. ;ALLISTE ;73040;LE;RENATO;angelospiri@gmail.com;2020;117,7
CALZIFICIO REBORN;PROV. ALLISTE - FELINE Z.I. ;ALLISTE ;73040;LE;RENATO;angelospiri@gmail.com;2021;639,42
CALZIFICIO REBORN;PROV. ALLISTE - FELINE Z.I. ;ALLISTE ;73040;LE;RENATO;angelospiri@gmail.com;2023;25,92
CALZIFICIO ROVER SRL;VIA CASTEL GOFFREDO;ACQUAFREDDA;25010;BS;MADONNINI NATALE TITOLARE;amministrazione@calzificiorover.it;2016;1834,12
CALZIFICIO TATIANA di Quecchia Davide;VIA MOLINI N. 61;BOTTICINO MATTINA;25082;BS;QUECCHIA DAVIDE;info@calzificiotatiana.it;2017;9217,52
CALZIFICIO TATIANA di Quecchia Davide;VIA MOLINI N. 61;BOTTICINO MATTINA;25082;BS;QUECCHIA DAVIDE;info@calzificiotatiana.it;2018;516,92
CALZIFICIO TATIANA di Quecchia Davide;VIA MOLINI N. 61;BOTTICINO MATTINA;25082;BS;QUECCHIA DAVIDE;info@calzificiotatiana.it;2019;2336,28
CALZIFICIO TATIANA di Quecchia Davide;VIA MOLINI N. 61;BOTTICINO MATTINA;25082;BS;QUECCHIA DAVIDE;info@calzificiotatiana.it;2020;317,99
CALZIFICIO TELEMACO SRL;VIA BRENTELLA 9;TREVIGNANO;31040;TV;Chiara Favotto ;alessandra@calzificiotelemaco.it;2010;372,67
CALZIFICIO TELEMACO SRL;VIA BRENTELLA 9;TREVIGNANO;31040;TV;Chiara Favotto ;alessandra@calzificiotelemaco.it;2016;480,24
CALZIFICIO TELEMACO SRL;VIA BRENTELLA 9;TREVIGNANO;31040;TV;Chiara Favotto ;alessandra@calzificiotelemaco.it;2017;8308,75
CALZIFICIO TELEMACO SRL;VIA BRENTELLA 9;TREVIGNANO;31040;TV;Chiara Favotto ;alessandra@calzificiotelemaco.it;2018;5973,84
CALZIFICIO TELEMACO SRL;VIA BRENTELLA 9;TREVIGNANO;31040;TV;Chiara Favotto ;alessandra@calzificiotelemaco.it;2019;34094,13
CALZIFICIO TELEMACO SRL;VIA BRENTELLA 9;TREVIGNANO;31040;TV;Chiara Favotto ;alessandra@calzificiotelemaco.it;2020;27571,9
CALZIFICIO TELEMACO SRL;VIA BRENTELLA 9;TREVIGNANO;31040;TV;Chiara Favotto ;alessandra@calzificiotelemaco.it;2021;39800,35
CALZIFICIO TELEMACO SRL;VIA BRENTELLA 9;TREVIGNANO;31040;TV;Chiara Favotto ;alessandra@calzificiotelemaco.it;2022;18951,51
CALZIFICIO TELEMACO SRL;VIA BRENTELLA 9;TREVIGNANO;31040;TV;Chiara Favotto ;alessandra@calzificiotelemaco.it;2023;5509,85
CALZIFICIO TELEMACO SRL;VIA BRENTELLA 9;TREVIGNANO;31040;TV;Chiara Favotto ;alessandra@calzificiotelemaco.it;2024;11436,78
CALZIFICIO TELEMACO SRL;VIA BRENTELLA 9;TREVIGNANO;31040;TV;Chiara Favotto ;alessandra@calzificiotelemaco.it;2025;830,7
CALZITEX SRL;VIA CAMPAGNOLI 41;MONTICHIARI;25018;BS;FRANCESCO CESARI ARIANNA;info@calzitex.com;2010;24838,38
CASTO GROUP SRLS;VIA COSTA, 74;RACALE;73055;LE;;info@castogroup.it;2023;6719,55
CATEX SRL;VIALE EUROPA 91/3-92 LOC. CASALGUIDI;SERRAVALLE PISTOIESE;51034;PT;SAMUELE TASSELLI;amministrazione@ca-tex.com;2010;3094,42
CATEX SRL;VIALE EUROPA 91/3-92 LOC. CASALGUIDI;SERRAVALLE PISTOIESE;51034;PT;SAMUELE TASSELLI;amministrazione@ca-tex.com;2011;4520,07
CATEX SRL;VIALE EUROPA 91/3-92 LOC. CASALGUIDI;SERRAVALLE PISTOIESE;51034;PT;SAMUELE TASSELLI;amministrazione@ca-tex.com;2017;386,22
CATEX SRL;VIALE EUROPA 91/3-92 LOC. CASALGUIDI;SERRAVALLE PISTOIESE;51034;PT;SAMUELE TASSELLI;amministrazione@ca-tex.com;2018;69300,4
CATEX SRL;VIALE EUROPA 91/3-92 LOC. CASALGUIDI;SERRAVALLE PISTOIESE;51034;PT;SAMUELE TASSELLI;amministrazione@ca-tex.com;2019;112085,33
CATEX SRL;VIALE EUROPA 91/3-92 LOC. CASALGUIDI;SERRAVALLE PISTOIESE;51034;PT;SAMUELE TASSELLI;amministrazione@ca-tex.com;2020;92783,2
CATEX SRL;VIALE EUROPA 91/3-92 LOC. CASALGUIDI;SERRAVALLE PISTOIESE;51034;PT;SAMUELE TASSELLI;amministrazione@ca-tex.com;2021;97715,95
CATEX SRL;VIALE EUROPA 91/3-92 LOC. CASALGUIDI;SERRAVALLE PISTOIESE;51034;PT;SAMUELE TASSELLI;amministrazione@ca-tex.com;2022;68716,27
CATEX SRL;VIALE EUROPA 91/3-92 LOC. CASALGUIDI;SERRAVALLE PISTOIESE;51034;PT;SAMUELE TASSELLI;amministrazione@ca-tex.com;2023;9239,45
CATEX SRL;VIALE EUROPA 91/3-92 LOC. CASALGUIDI;SERRAVALLE PISTOIESE;51034;PT;SAMUELE TASSELLI;amministrazione@ca-tex.com;2024;5634,05
CATEX SRL;VIALE EUROPA 91/3-92 LOC. CASALGUIDI;SERRAVALLE PISTOIESE;51034;PT;SAMUELE TASSELLI;amministrazione@ca-tex.com;2025;10858,05
CGM SRL;VIA CARDUCCI 6;BASIANO;20060;MI;CHRISTIAN GHRABER;c.grabher-meyer@cgm-nikitex.it;2010;2673,78
CGM SRL;VIA CARDUCCI 6;BASIANO;20060;MI;CHRISTIAN GHRABER;c.grabher-meyer@cgm-nikitex.it;2011;1496,1
CGM SRL;VIA CARDUCCI 6;BASIANO;20060;MI;CHRISTIAN GHRABER;c.grabher-meyer@cgm-nikitex.it;2013;81,14
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2010;151690,82
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2011;143289,85
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2012;51525,71
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2013;81579,45
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2014;65695,92
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2015;76445,46
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2016;72974,11
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2017;68684,37
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2018;30513,2
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2019;53098,81
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2020;49185,99
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2021;54339,94
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2022;70725,48
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2023;45818,24
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2024;25453,35
CIOCCA SPA;VIA LUIGI CIOCCA 11;QUINZANO D'OGLIO;25027;BS;SIMONA (0309925905 BRUNO)mariagraz.;contab@ciocca.it;2025;14532,56
CIZETA MEDICALI SPA;VIA IV NOVEMBRE 46;CUGGIONO;20012;MI;"RESSE; PICOLLO; COLOMBO 0297218136";administration@cizetamedicali.com;2010;628,81
CIZETA MEDICALI SPA;VIA IV NOVEMBRE 46;CUGGIONO;20012;MI;"RESSE; PICOLLO; COLOMBO 0297218136";administration@cizetamedicali.com;2011;273,07
CIZETA MEDICALI SPA;VIA IV NOVEMBRE 46;CUGGIONO;20012;MI;"RESSE; PICOLLO; COLOMBO 0297218136";administration@cizetamedicali.com;2012;1037,54
CIZETA MEDICALI SPA;VIA IV NOVEMBRE 46;CUGGIONO;20012;MI;"RESSE; PICOLLO; COLOMBO 0297218136";administration@cizetamedicali.com;2013;1498,64
CIZETA MEDICALI SPA;VIA IV NOVEMBRE 46;CUGGIONO;20012;MI;"RESSE; PICOLLO; COLOMBO 0297218136";administration@cizetamedicali.com;2014;921,08
CIZETA MEDICALI SPA;VIA IV NOVEMBRE 46;CUGGIONO;20012;MI;"RESSE; PICOLLO; COLOMBO 0297218136";administration@cizetamedicali.com;2016;907,48
CIZETA MEDICALI SPA;VIA IV NOVEMBRE 46;CUGGIONO;20012;MI;"RESSE; PICOLLO; COLOMBO 0297218136";administration@cizetamedicali.com;2017;846,05
CIZETA MEDICALI SPA;VIA IV NOVEMBRE 46;CUGGIONO;20012;MI;"RESSE; PICOLLO; COLOMBO 0297218136";administration@cizetamedicali.com;2018;863,52
CIZETA MEDICALI SPA;VIA IV NOVEMBRE 46;CUGGIONO;20012;MI;"RESSE; PICOLLO; COLOMBO 0297218136";administration@cizetamedicali.com;2019;454,13
CIZETA MEDICALI SPA;VIA IV NOVEMBRE 46;CUGGIONO;20012;MI;"RESSE; PICOLLO; COLOMBO 0297218136";administration@cizetamedicali.com;2021;533,29
CIZETA MEDICALI SPA;VIA IV NOVEMBRE 46;CUGGIONO;20012;MI;"RESSE; PICOLLO; COLOMBO 0297218136";administration@cizetamedicali.com;2022;351,46
CIZETA MEDICALI SPA;VIA IV NOVEMBRE 46;CUGGIONO;20012;MI;"RESSE; PICOLLO; COLOMBO 0297218136";administration@cizetamedicali.com;2023;6917,7
CIZETA MEDICALI SPA;VIA IV NOVEMBRE 46;CUGGIONO;20012;MI;"RESSE; PICOLLO; COLOMBO 0297218136";administration@cizetamedicali.com;2024;12350,14
CIZETA MEDICALI SPA;VIA IV NOVEMBRE 46;CUGGIONO;20012;MI;"RESSE; PICOLLO; COLOMBO 0297218136";administration@cizetamedicali.com;2025;3008,85
CORAFIL SRL;VIALE DELL'INDUSTRIA 16/20;PIOVE DI SACCO;35028;PD;SIG. BERNARDELLO;amministrazione@corafil.it;2012;1191,74
COTTONTEX SRL;CALEA BUZIASULUI 18;1 TIMISOARA - ROMANIA;30057;;AMALIA HOZAN;"amalia@cottontex.ro;cristinaf@cottontex.ro ";2010;4812,7
COTTONTEX SRL;CALEA BUZIASULUI 18;1 TIMISOARA - ROMANIA;30057;;AMALIA HOZAN;"amalia@cottontex.ro;cristinaf@cottontex.ro ";2011;6893,9
COTTONTEX SRL;CALEA BUZIASULUI 18;1 TIMISOARA - ROMANIA;30057;;AMALIA HOZAN;"amalia@cottontex.ro;cristinaf@cottontex.ro ";2012;14338,4
COTTONTEX SRL;CALEA BUZIASULUI 18;1 TIMISOARA - ROMANIA;30057;;AMALIA HOZAN;"amalia@cottontex.ro;cristinaf@cottontex.ro ";2013;4555,2
COTTONTEX SRL;CALEA BUZIASULUI 18;1 TIMISOARA - ROMANIA;30057;;AMALIA HOZAN;"amalia@cottontex.ro;cristinaf@cottontex.ro ";2014;2652
CUCIRINI TRE STELLE MANIFATTURA DI SETTALA S.P.A.;VIA P. GOBETTI, 12;SETTALA (FRAZ. CALEPPIO);20090;MI;treccani@cucirinitrestelle.com;eva.locatelli@cucirinitrestelle.com;2010;343
CUCIRINI TRE STELLE MANIFATTURA DI SETTALA S.P.A.;VIA P. GOBETTI, 12;SETTALA (FRAZ. CALEPPIO);20090;MI;treccani@cucirinitrestelle.com;eva.locatelli@cucirinitrestelle.com;2014;463,8
Calzificio Braga Srl;Via Ferri 8;Borgosatollo;25010;BS;;amministrazione@bragasocks.it;2019;243,27
Calzificio Braga Srl;Via Ferri 8;Borgosatollo;25010;BS;;amministrazione@bragasocks.it;2020;1064,97
Calzificio Braga Srl;Via Ferri 8;Borgosatollo;25010;BS;;amministrazione@bragasocks.it;2021;2450
Calzificio Braga Srl;Via Ferri 8;Borgosatollo;25010;BS;;amministrazione@bragasocks.it;2024;658,35
Calzificio Conte Di Conte Rodolfo;Via Alcide de Gasperi, 51;Melissano;73040;LE;;calzedelconte@gmail.com;2022;1246,56
Calzificio Conte Di Conte Rodolfo;Via Alcide de Gasperi, 51;Melissano;73040;LE;;calzedelconte@gmail.com;2023;662,4
Calzificio Conte Di Conte Rodolfo;Via Alcide de Gasperi, 51;Melissano;73040;LE;;calzedelconte@gmail.com;2024;1414,33
Calzificio Conte Di Conte Rodolfo;Via Alcide de Gasperi, 51;Melissano;73040;LE;;calzedelconte@gmail.com;2025;1065,14
Calzificio SA.BA Snc;Via W. Tobagi 25;Casaloldo;46040;MN;Dario - Erina;calzificiosaba@tiscali.it;2012;9493,4
Calzificio SA.BA Snc;Via W. Tobagi 25;Casaloldo;46040;MN;Dario - Erina;calzificiosaba@tiscali.it;2013;2792,43
Calzificio SA.BA Snc;Via W. Tobagi 25;Casaloldo;46040;MN;Dario - Erina;calzificiosaba@tiscali.it;2017;53,51
Conf. Giusy di Bonetti Giuseppina;Via Tiepolo 7;Verolavecchia ;25029;BS;Sig.ra Maria Rosa;;2010;2623,9
DAC SRL;VIA MONTE SANTO 44/A;RACALE;73055;LE;SIG. DARIO;"dac@calzedac.it;";2012;1783,98
DAC SRL;VIA MONTE SANTO 44/A;RACALE;73055;LE;SIG. DARIO;"dac@calzedac.it;";2018;311,55
DAC SRL;VIA MONTE SANTO 44/A;RACALE;73055;LE;SIG. DARIO;"dac@calzedac.it;";2020;844,37
DAC SRL;VIA MONTE SANTO 44/A;RACALE;73055;LE;SIG. DARIO;"dac@calzedac.it;";2021;2121,98
DAC SRL;VIA MONTE SANTO 44/A;RACALE;73055;LE;SIG. DARIO;"dac@calzedac.it;";2022;14449,68
DAC SRL;VIA MONTE SANTO 44/A;RACALE;73055;LE;SIG. DARIO;"dac@calzedac.it;";2023;12796,9
DAC SRL;VIA MONTE SANTO 44/A;RACALE;73055;LE;SIG. DARIO;"dac@calzedac.it;";2024;19201,9
DAC SRL;VIA MONTE SANTO 44/A;RACALE;73055;LE;SIG. DARIO;"dac@calzedac.it;";2025;3613,6
DANIELE CENEDESE (NON USARE);VIA SAN DANIELE 58;COLFOSCO DI SUSEGANA;31030;TV;DANIELE CENEDESE ***;"daniele@cenedese.eu; daniele.cenedese@gmail.com";2017;202,58
DANIELE CENEDESE (NON USARE);VIA SAN DANIELE 58;COLFOSCO DI SUSEGANA;31030;TV;DANIELE CENEDESE ***;"daniele@cenedese.eu; daniele.cenedese@gmail.com";2018;1012,11
DAVIDE RICUPERATI S.N.C.;VIA RIPA, 13;ALBINO;24021;BG;FAUSTO RICUPERATI;"nastri@ricuperati.it; info@nastriricuperati.it";2010;804,37
DAVIDE RICUPERATI S.N.C.;VIA RIPA, 13;ALBINO;24021;BG;FAUSTO RICUPERATI;"nastri@ricuperati.it; info@nastriricuperati.it";2011;1007,09
DAVIDE RICUPERATI S.N.C.;VIA RIPA, 13;ALBINO;24021;BG;FAUSTO RICUPERATI;"nastri@ricuperati.it; info@nastriricuperati.it";2012;1068,55
DAVIDE RICUPERATI S.N.C.;VIA RIPA, 13;ALBINO;24021;BG;FAUSTO RICUPERATI;"nastri@ricuperati.it; info@nastriricuperati.it";2014;671,16
DAVIDE RICUPERATI S.N.C.;VIA RIPA, 13;ALBINO;24021;BG;FAUSTO RICUPERATI;"nastri@ricuperati.it; info@nastriricuperati.it";2015;779,94
DAVIDE RICUPERATI S.N.C.;VIA RIPA, 13;ALBINO;24021;BG;FAUSTO RICUPERATI;"nastri@ricuperati.it; info@nastriricuperati.it";2017;827,63
DAVIDE RICUPERATI S.N.C.;VIA RIPA, 13;ALBINO;24021;BG;FAUSTO RICUPERATI;"nastri@ricuperati.it; info@nastriricuperati.it";2018;3020,29
DAVIDE RICUPERATI S.N.C.;VIA RIPA, 13;ALBINO;24021;BG;FAUSTO RICUPERATI;"nastri@ricuperati.it; info@nastriricuperati.it";2019;2242,5
DAVIDE RICUPERATI S.N.C.;VIA RIPA, 13;ALBINO;24021;BG;FAUSTO RICUPERATI;"nastri@ricuperati.it; info@nastriricuperati.it";2020;2359,54
DBApparel Italia Srl - Società Unipersonale;VIA BOSCHETTI, 53/55 - CASELLA POSTALE 5;GRASSOBBIO;24050;BG;BARBARA ESPOSITO;finlovable@dbaeu.com;2010;183
DCTEXTIL S.r.l.s ;VIA SAN DANIELE 58;SUSEGANA;31030;TV;DANIELE CENEDESE;"daniele@cenedese.eu; daniele.cenedese@gmail.com";2019;1068,15
DCTEXTIL S.r.l.s ;VIA SAN DANIELE 58;SUSEGANA;31030;TV;DANIELE CENEDESE;"daniele@cenedese.eu; daniele.cenedese@gmail.com";2025;2978,54
DE VINCENZO CARMINE Filati e Fibre Sintetiche;VIA G. MARCONI 199;CASAVATORE ;80020;NA;MARCO DE VINCENZO;devmarc@libero.it;2010;6202,37
DE VINCENZO CARMINE Filati e Fibre Sintetiche;VIA G. MARCONI 199;CASAVATORE ;80020;NA;MARCO DE VINCENZO;devmarc@libero.it;2011;5799,84
DEA DI GRAZIELLA FRANCIOSO;VIA NAPOLI 6;RACALE;73055;LE;Fabrizio;pisanellofabrizio@gmail.com;2013;3937,23
DEA DI GRAZIELLA FRANCIOSO;VIA NAPOLI 6;RACALE;73055;LE;Fabrizio;pisanellofabrizio@gmail.com;2014;9571,5
DEA DI GRAZIELLA FRANCIOSO;VIA NAPOLI 6;RACALE;73055;LE;Fabrizio;pisanellofabrizio@gmail.com;2015;8148,81
DEA DI GRAZIELLA FRANCIOSO;VIA NAPOLI 6;RACALE;73055;LE;Fabrizio;pisanellofabrizio@gmail.com;2016;7213,32
DEA DI GRAZIELLA FRANCIOSO;VIA NAPOLI 6;RACALE;73055;LE;Fabrizio;pisanellofabrizio@gmail.com;2017;5334,76
DEA DI GRAZIELLA FRANCIOSO;VIA NAPOLI 6;RACALE;73055;LE;Fabrizio;pisanellofabrizio@gmail.com;2018;7974,18
DEA DI GRAZIELLA FRANCIOSO;VIA NAPOLI 6;RACALE;73055;LE;Fabrizio;pisanellofabrizio@gmail.com;2019;5585,58
DEA DI GRAZIELLA FRANCIOSO;VIA NAPOLI 6;RACALE;73055;LE;Fabrizio;pisanellofabrizio@gmail.com;2020;6089,23
DEA DI GRAZIELLA FRANCIOSO;VIA NAPOLI 6;RACALE;73055;LE;Fabrizio;pisanellofabrizio@gmail.com;2021;11096,38
DEA DI GRAZIELLA FRANCIOSO;VIA NAPOLI 6;RACALE;73055;LE;Fabrizio;pisanellofabrizio@gmail.com;2022;6499,87
DEA DI GRAZIELLA FRANCIOSO;VIA NAPOLI 6;RACALE;73055;LE;Fabrizio;pisanellofabrizio@gmail.com;2023;1921,42
DEL BARBA GIANFRANCO;VIA P. L. NERVI 4;PASSIRANO;25050;BS;GIANFRANCO DEL BARBA, CINZIA;info@calzedelbarba.com;2010;37,8
DELTA ALFA CORAP VE TEKSTIL SAN. TIC. LTD. STI.;Topcular Mahallesi , Duzce Caddesi No:103/A;Cilimli, Duzce - Turkey;81750;;ZEYNEP ACAR - LAB. TECNICO;azmi.dabbah@deltagalil.com;2022;2509
DISTRETTO73 SRL;VIA A. D'ANDREA 11;LECCE;73100;LE;LUIGI TOMA;amministrazione@distretto73.it;2021;877,74
DISTRETTO73 SRL;VIA A. D'ANDREA 11;LECCE;73100;LE;LUIGI TOMA;amministrazione@distretto73.it;2024;560,43
DOLCI CALZE 2 SRL;CORSO DELLA VITTORIA 1034;CARONNO PERTUSELLA ;21042;VA;STEFANO ZANONI - Cinzia contabilità;amministrazione@dolcicalze2.com;2010;23137,97
DOLCI CALZE 2 SRL;CORSO DELLA VITTORIA 1034;CARONNO PERTUSELLA ;21042;VA;STEFANO ZANONI - Cinzia contabilità;amministrazione@dolcicalze2.com;2011;18412,21
DOLCI CALZE 2 SRL;CORSO DELLA VITTORIA 1034;CARONNO PERTUSELLA ;21042;VA;STEFANO ZANONI - Cinzia contabilità;amministrazione@dolcicalze2.com;2012;11905,91
DOLCI CALZE 2 SRL;CORSO DELLA VITTORIA 1034;CARONNO PERTUSELLA ;21042;VA;STEFANO ZANONI - Cinzia contabilità;amministrazione@dolcicalze2.com;2013;6738,74
DOLCI CALZE 2 SRL;CORSO DELLA VITTORIA 1034;CARONNO PERTUSELLA ;21042;VA;STEFANO ZANONI - Cinzia contabilità;amministrazione@dolcicalze2.com;2014;2301,69
DOLCI CALZE 2 SRL;CORSO DELLA VITTORIA 1034;CARONNO PERTUSELLA ;21042;VA;STEFANO ZANONI - Cinzia contabilità;amministrazione@dolcicalze2.com;2015;777,38
DOLCI CALZE 2 SRL;CORSO DELLA VITTORIA 1034;CARONNO PERTUSELLA ;21042;VA;STEFANO ZANONI - Cinzia contabilità;amministrazione@dolcicalze2.com;2016;1591,02
DORINI SRL;Via di Bellanda, 3/5;Gazoldo Ippoliti;46040;MN;Alessandro Dorini;info@dorini.it;2022;224
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2010;54282,2
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2011;19133,12
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2012;15084,75
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2013;10709,33
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2014;16219,56
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2015;42430,26
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2016;19038,17
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2017;24476,85
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2018;35768,91
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2019;14648,1
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2020;39536,81
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2021;34722,05
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2022;48476,75
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2023;84846,81
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2024;47312,77
DUBLO SRL;VIA DELLA STAZIONE KM 6;LATINA SCALO;4013;LT;claudiodaldin massimo marini-Dalila;m.marangon@dublo.it;2025;35306,83
DUE GALLI SRL Socio Unico;VIA TURATI 1;GALLARATE;21013;VA;PROTASONI RAFFAELE CASSANI;"info@duegallimoda.it;raffaele.cassani@duegallimoda.it";2012;9264,37
DUE GALLI SRL Socio Unico;VIA TURATI 1;GALLARATE;21013;VA;PROTASONI RAFFAELE CASSANI;"info@duegallimoda.it;raffaele.cassani@duegallimoda.it";2013;6290,22
DUE GALLI SRL Socio Unico;VIA TURATI 1;GALLARATE;21013;VA;PROTASONI RAFFAELE CASSANI;"info@duegallimoda.it;raffaele.cassani@duegallimoda.it";2014;4015,3
DUE GALLI SRL Socio Unico;VIA TURATI 1;GALLARATE;21013;VA;PROTASONI RAFFAELE CASSANI;"info@duegallimoda.it;raffaele.cassani@duegallimoda.it";2015;4990,1
DUE GALLI SRL Socio Unico;VIA TURATI 1;GALLARATE;21013;VA;PROTASONI RAFFAELE CASSANI;"info@duegallimoda.it;raffaele.cassani@duegallimoda.it";2016;5713,21
DUE GALLI SRL Socio Unico;VIA TURATI 1;GALLARATE;21013;VA;PROTASONI RAFFAELE CASSANI;"info@duegallimoda.it;raffaele.cassani@duegallimoda.it";2017;1476,49
DUE GALLI SRL Socio Unico;VIA TURATI 1;GALLARATE;21013;VA;PROTASONI RAFFAELE CASSANI;"info@duegallimoda.it;raffaele.cassani@duegallimoda.it";2018;1879,07
